P36575	ENSG00000120500
Q9UBL9	ENSG00000187848
Q9BPV8	ENSG00000181631
Q96A73	ENSG00000122203
O00443	ENSG00000011405
Q9NXG6	ENSG00000178467
P68402	ENSG00000168092
P04054	ENSG00000170890
Q9UP65	ENSG00000105499
Q3MJ16	ENSG00000188089
Q9BSG0	ENSG00000135617
Q8N7H5	ENSG00000006712
Q8NCC3	ENSG00000103066
O75459	ENSG00000068985
P01298	ENSG00000108849
O14832	ENSG00000107537
Q9ULR5	ENSG00000124374
Q9ULE6	ENSG00000107719
Q6UXH9	ENSG00000149090
Q9BZ23	ENSG00000125779
Q96RD7	ENSG00000110218
Q5JQF8	ENSG00000184388;ENSG00000186288
Q9NVV4	ENSG00000107951
Q96A54	ENSG00000159346
Q6TCH7	ENSG00000163291
Q460N5	ENSG00000173193
P55085	ENSG00000164251
Q9NPB6	ENSG00000102981
Q9BYG5	ENSG00000124171
O96028	ENSG00000109685
Q15738	ENSG00000147383
Q3KNT7	
Q96G61	ENSG00000196368
Q86X67	ENSG00000166321
O95848	ENSG00000183828
A8MXV4	ENSG00000213965
Q9BRQ3	ENSG00000149761
Q8WVJ2	ENSG00000170584
Q8IVD9	ENSG00000015676
Q9Y266	ENSG00000090273
Q9NZJ9	ENSG00000173598
P0C024	ENSG00000140876
Q16633	ENSG00000110777
Q56VL3	ENSG00000145247
Q01968	ENSG00000122126
P11182	ENSG00000137992
A8MYP8	ENSG00000177989
Q8IZS5	ENSG00000181355
O75665	ENSG00000046651
Q9H488	ENSG00000101346
O60502	ENSG00000198408
A6NF01	
Q86VZ1	ENSG00000182162
Q96G91	ENSG00000244165
Q15391	ENSG00000174944
O75747	ENSG00000139144
Q8IVL5	ENSG00000090530
P09131	ENSG00000126903
P13674	ENSG00000122884
Q6ZMV5	ENSG00000224960
Q92569	ENSG00000117461
O14683	ENSG00000175274
O15350	ENSG00000078900
P27986	ENSG00000145675
P0C869	ENSG00000243708
Q9BZM2	ENSG00000158786
Q9H361	ENSG00000151846
Q8IZE3	ENSG00000000457
Q9UNF0	ENSG00000100266
Q13093	ENSG00000146070
Q96GU1	ENSG00000158639
P05121	ENSG00000106366
Q9BPZ3	ENSG00000120727
Q9P286	ENSG00000101349
P0DN26	ENSG00000279782
Q6UWY5	ENSG00000183801
Q8TAK6	ENSG00000184221
Q7RTU3	ENSG00000177468
P03999	ENSG00000128617
Q9P0S3	ENSG00000128699
Q9H1P3	ENSG00000130703
Q9H0X9	ENSG00000021762
P22059	ENSG00000110048
Q9NPF4	ENSG00000092094
Q9Y236	ENSG00000164823
Q9H4B0	ENSG00000128694
Q8TAX0	ENSG00000143867
Q93086	ENSG00000083454
P47900	ENSG00000169860
Q06416	ENSG00000212993
O60829	ENSG00000101951
Q9BTK6	ENSG00000280789
A0A075B759	ENSG00000271567
I0J062	ENSG00000274897
Q13219	ENSG00000182752
Q9BXP8	ENSG00000116183
O43252	ENSG00000138801
Q86WK9	ENSG00000182749
Q8TEZ7	ENSG00000170915
Q8N5Y8	ENSG00000138617
Q8TEW0	ENSG00000148498
Q9UGN5	ENSG00000129484
Q2NL67	ENSG00000137817
Q9HBI0	ENSG00000138964
Q8IV76	ENSG00000166049
Q96RG2	ENSG00000115687
P23759	ENSG00000009709
Q06710	ENSG00000125618
Q9Y5B6	ENSG00000263141;ENSG00000159086
P49023	ENSG00000089159
Q6ZN04	ENSG00000183496
Q5SR56	ENSG00000148110
P55081	ENSG00000140259
Q13361	ENSG00000197614
P10620	ENSG00000008394
Q9UBM8	ENSG00000182050;ENSG00000283530
Q3V5L5	ENSG00000167889
Q8N4Q1	ENSG00000163528
Q9BRQ6	ENSG00000159685
Q9BRT3	ENSG00000141741
Q9UNW1	ENSG00000107789
Q96T58	ENSG00000065526
Q75NE6	
Q96FF7	ENSG00000141854
Q9BXW4	ENSG00000197769
Q96A32	ENSG00000180209
Q8IVH4	ENSG00000151611
Q9H3L0	ENSG00000168288
P09238	ENSG00000166670
Q9ULZ9	ENSG00000198598
Q99542	ENSG00000123342
P03956	ENSG00000196611
Q9Y5R2	ENSG00000125966
Q9BWT6	ENSG00000121211
P50219	ENSG00000130675
Q7L9L4	ENSG00000173542
O96033	ENSG00000164172
Q502X0	ENSG00000188010
Q6PF18	ENSG00000139714
Q8NDC4	ENSG00000171160
Q8TF71	ENSG00000112394
A0A0C5B5G6	
Q2QL34	ENSG00000275543;ENSG00000156968
A6NDL7	
Q96DY7	ENSG00000172167
Q9NZJ7	ENSG00000137409
Q9H903	ENSG00000163738
Q13615	ENSG00000100330
Q8NCE2	ENSG00000163719
Q13585	ENSG00000102195
O43312	ENSG00000170873
Q765P7	ENSG00000132613
Q9UKN1	ENSG00000205277
Q685J3	ENSG00000169876
Q8N307	ENSG00000275501;ENSG00000276583;ENSG00000176945;ENSG00000278114
Q5SSG8	ENSG00000204544;ENSG00000227506
Q2TAK8	ENSG00000160953
Q14764	ENSG00000013364
P50539	ENSG00000119950
P10243	ENSG00000185697
Q7Z401	ENSG00000174485
Q96QE2	ENSG00000151229
P13349	ENSG00000111049
Q9UKX3	ENSG00000006788
Q7Z406	ENSG00000105357
Q9Y623	ENSG00000264424
Q86YV6	ENSG00000145949
Q9NPC7	ENSG00000085274
Q9HD67	ENSG00000145555
Q9UKN7	ENSG00000091536
O43795	ENSG00000128641
Q9NZM1	ENSG00000138119
Q9NP98	ENSG00000177791
Q86TC9	ENSG00000138347
P60201	ENSG00000123560
O14974	ENSG00000058272
Q9UL68	ENSG00000186487
Q01538	ENSG00000196132;ENSG00000276876
Q8WU39	ENSG00000170476
P61599	ENSG00000173418
Q13506	ENSG00000138386
Q9UPR5	ENSG00000118160
Q96RE7	ENSG00000160877
Q9UL63	ENSG00000128585
P19105	ENSG00000101608
P58340	ENSG00000178053
P40692	ENSG00000076242
P51512	ENSG00000156103
O60882	ENSG00000137674
O75900	ENSG00000189409
Q9H306	ENSG00000137675
P08253	ENSG00000087245
P08254	ENSG00000149968
Q13201	ENSG00000138722
Q6ZRQ5	ENSG00000146263
Q9BU76	ENSG00000143793
Q96BY2	ENSG00000165943;ENSG00000278268
Q70IA6	ENSG00000182208
O95396	ENSG00000124217
Q9Y605	ENSG00000179010
Q14149	ENSG00000159256
P12872	ENSG00000096395
Q9HCE1	ENSG00000155363
Q13368	ENSG00000161647
Q8N3R9	ENSG00000072415
Q5T2T1	ENSG00000150054
Q99549	ENSG00000196199
O15442	ENSG00000186732
Q53F39	ENSG00000154889
O60487	ENSG00000149573
Q9Y217	ENSG00000139505
Q9C0I1	ENSG00000150712
Q86WG5	ENSG00000133812
P58546	ENSG00000105887
Q9UBK8	ENSG00000124275
O60682	ENSG00000178860
Q9NX53	
P20592	ENSG00000183486
Q8N1T3	ENSG00000174527
Q8WXR4	ENSG00000071909
P15173	ENSG00000122180
Q9NPC6	ENSG00000172399
Q14324	ENSG00000086967
Q6P582	ENSG00000173272
O75113	ENSG00000102921
Q9H1M0	ENSG00000198088
Q15274	ENSG00000103485
P17050	ENSG00000198951
Q9Y303	ENSG00000162066
P59046	ENSG00000142405
Q8IZF0	ENSG00000102452
Q9UQQ1	ENSG00000168060
Q8WY41	ENSG00000188613
Q9H9S0	ENSG00000111704
Q13508	ENSG00000156219
Q9BYG3	ENSG00000155438
Q9UHC7	ENSG00000133606
Q9H000	ENSG00000075975
Q13064	ENSG00000179455
Q15049	ENSG00000100427
Q8NB16	ENSG00000168404
Q96EY8	ENSG00000139428
Q9Y4U1	ENSG00000132763
Q495T6	ENSG00000277131;ENSG00000142606
P24347	ENSG00000099953;ENSG00000275365
P50281	ENSG00000157227
Q8N119	ENSG00000154485
Q9NRE1	ENSG00000167346
Q9H239	ENSG00000278843;ENSG00000271447
P09237	ENSG00000137673
P14780	ENSG00000100985
Q8TD46	ENSG00000163606
Q13724	ENSG00000115275
Q86VX9	ENSG00000164077
Q5VZ52	ENSG00000185681
Q7RTY0	ENSG00000174327
Q7RTX9	ENSG00000163053
O95907	ENSG00000100156
Q13163	ENSG00000137764
O14733	ENSG00000076984
Q6UWV2	ENSG00000160588
Q8TCY5	ENSG00000170262
Q5T3U5	ENSG00000124574
Q9UKD2	ENSG00000053372
Q96HJ5	ENSG00000149516
Q68DK7	ENSG00000188895
Q15800	ENSG00000052802
O75425	ENSG00000106330
Q9NZV6	ENSG00000198736
Q8IVN3	ENSG00000272573
Q9BYG7	ENSG00000134042
P47944	ENSG00000102891
P56278	ENSG00000214827
P13995	ENSG00000065911
P49286	ENSG00000134640
Q9H3R2	ENSG00000173702
Q7Z5P9	
E2RYF6	ENSG00000261272
Q04900	ENSG00000135535
Q02505	ENSG00000169894
Q99102	ENSG00000145113
Q8TAX7	ENSG00000171195
Q96NY9	ENSG00000172732
Q96EZ4	ENSG00000172927
P35749	ENSG00000276480;ENSG00000133392
Q9Y2K3	ENSG00000144821
P08590	ENSG00000160808
Q02045	ENSG00000215375
Q9H1R3	ENSG00000101306
A0A1B0GTQ4	ENSG00000262179
Q9Y4I1	ENSG00000197535
Q99972	ENSG00000034971
O60237	ENSG00000077157
Q5VVJ2	ENSG00000162601
P28698	ENSG00000099326
Q9BY79	ENSG00000235718
Q9H2D1	ENSG00000164933
Q10469	ENSG00000168282
Q9H1L0	
L0R8F8	ENSG00000100335
Q8TC71	ENSG00000163071
P45984	ENSG00000050748
P53779	ENSG00000109339
Q15759	ENSG00000185386
Q8TD08	ENSG00000274205;ENSG00000181085
Q8N4V1	ENSG00000169446
P22894	ENSG00000118113
Q6Q8B3	ENSG00000206531
Q15014	ENSG00000123562
Q96BX8	ENSG00000172081
Q13875	ENSG00000168314
Q9NZB8	ENSG00000124615
Q9H3H1	ENSG00000043514
Q9HD47	ENSG00000108961
Q9UQ07	ENSG00000080823
Q7L1V2	ENSG00000103111
Q7Z3U7	ENSG00000061987
P0DKB6	ENSG00000238205
P30307	ENSG00000158402
P34949	ENSG00000178802
Q6WCQ1	ENSG00000133030
Q96HT8	ENSG00000178988
Q96G30	ENSG00000135324
Q6ZTZ1	ENSG00000188981
Q8NCY6	ENSG00000170903
P04731	ENSG00000205362
P07438	ENSG00000169688
P80294	ENSG00000205358
P80297	ENSG00000187193
P11137	ENSG00000078018
Q9Y6C9	ENSG00000109919
Q9Y4B5	ENSG00000168502
Q9Y483	ENSG00000143033
Q6P444	ENSG00000146410
O75081	ENSG00000129993
P48039	ENSG00000168412
P42285	ENSG00000039123
Q5H9M0	ENSG00000157502
P12524	ENSG00000116990
Q99836	ENSG00000172936
P02144	ENSG00000198125
Q13330	ENSG00000182979
Q14872	ENSG00000188786
P49914	ENSG00000136371
Q2M296	ENSG00000103248
Q13613	ENSG00000063601
Q13614	ENSG00000087053
Q9NYA4	ENSG00000108389
O95248	ENSG00000100241
Q9NXD2	ENSG00000166912;ENSG00000277086
Q9BV20	ENSG00000037757
Q96GX9	ENSG00000149089
P42345	ENSG00000198793
P55157	ENSG00000138823
Q9ULD2	ENSG00000129422
Q5JR59	ENSG00000132938
O75431	ENSG00000128654
O15146	ENSG00000030304
Q9UIF7	ENSG00000132781
Q5VT25	ENSG00000143776
P49959	ENSG00000020922
Q8N565	ENSG00000118242
Q86SM8	ENSG00000184350
Q9H579	ENSG00000101353
Q96J65	ENSG00000140798
Q9UJ68	ENSG00000175806
P47224	ENSG00000183155
O94776	ENSG00000149480
Q99551	ENSG00000127989
Q15390	ENSG00000066855
Q9BT17	ENSG00000148824
Q06455	ENSG00000079102
Q9BV57	ENSG00000182551
Q8N387	ENSG00000169550
Q8WXI7	ENSG00000181143
P43121	ENSG00000076706
P15941	ENSG00000185499
Q9H195	
P98088	ENSG00000215182;ENSG00000283158
Q9HC84	ENSG00000117983
Q9ULC0	ENSG00000164035
Q9Y586	ENSG00000181541
A0A1B0GVZ6	ENSG00000196589
Q6ZWT7	ENSG00000143797
Q96N66	ENSG00000274194;ENSG00000278519;ENSG00000275118;ENSG00000125505;ENSG00000273592;ENSG00000277923;ENSG00000277733;ENSG00000278322;ENSG00000276935;ENSG00000277025
A2RUH7	ENSG00000221986
Q8N8R3	ENSG00000197119
Q9HCC0	ENSG00000131844
Q8IX19	ENSG00000183019
P10911	ENSG00000101977
Q8TDD5	ENSG00000055732
P49736	ENSG00000073111
Q8NEM0	ENSG00000147316
P15529	ENSG00000117335
Q9BUT9	ENSG00000172366
A0A1B0GVS7	ENSG00000242120
Q7Z553	ENSG00000139915
Q8TC05	ENSG00000111554
Q8N635	ENSG00000162039
Q99687	ENSG00000105419
Q9BV36	ENSG00000115648
Q99707	ENSG00000116984
Q9UJH8	ENSG00000103260
Q96MC6	ENSG00000156875
O75121	ENSG00000198948
Q8IWA4	ENSG00000171109
Q96A46	ENSG00000155287
O43934	ENSG00000092931
Q8IWD5	ENSG00000185156
Q9H3U5	ENSG00000118855
Q86V88	ENSG00000213920
P16455	ENSG00000170430
O60291	ENSG00000102858
Q96PC5	
Q86YT6	ENSG00000101752
Q9BUR5	ENSG00000184831
Q29983	ENSG00000183214;ENSG00000235233
Q93074	ENSG00000184634
Q96G25	ENSG00000159479
Q9HCE5	ENSG00000145388
Q9H7H0	ENSG00000165792
Q8N6F8	ENSG00000165171
Q96IZ6	ENSG00000087995
Q9BQP7	ENSG00000125871
P61326	ENSG00000162385
P08493	ENSG00000111341
Q5XKP0	ENSG00000174917
Q6UXV4	ENSG00000155008
Q16891	ENSG00000132305
Q29980	ENSG00000204516;ENSG00000238289;ENSG00000227772;ENSG00000224378;ENSG00000234218;ENSG00000231179;ENSG00000206449
Q8N108	ENSG00000198160
P14174	ENSG00000276701;ENSG00000240972
A8MYZ0	
Q9ULH7	ENSG00000186260
Q9BUB5	ENSG00000079277
Q9HBH9	ENSG00000099875
H3BPM6	ENSG00000225526
Q8IYA7	ENSG00000150051
P21741	ENSG00000110492
O14950	ENSG00000118680
P0DMT0	ENSG00000227877
Q9HAP2	ENSG00000175727;ENSG00000281178
Q02252	ENSG00000119711
Q8NEH6	ENSG00000138587
Q9UBU8	ENSG00000185787
Q9P086	ENSG00000161920
Q9UHV7	ENSG00000108510
Q9NVC6	ENSG00000042429
Q15528	ENSG00000281022;ENSG00000148297
Q9ULK4	ENSG00000112282
Q6P2C8	ENSG00000160563
Q9H204	ENSG00000118579
O75586	ENSG00000133997
Q96KG7	ENSG00000145794
Q9H9K5	ENSG00000226887
A6NJ78	ENSG00000169519
Q9H8H3	ENSG00000185432
P31153	ENSG00000168906
Q8N3J2	ENSG00000101574
A1L020	ENSG00000254726
Q5U5Q3	ENSG00000176624
Q5VZR4	ENSG00000196312
Q86YR7	ENSG00000053524
O00587	ENSG00000100060
Q9NYZ2	ENSG00000147454
Q6N075	ENSG00000182544
Q99685	ENSG00000074416
Q99735	ENSG00000085871
Q9UM21	ENSG00000071073
A6NG13	ENSG00000205301
Q16674	ENSG00000261857
Q96AX9	ENSG00000197530
Q9NX63	ENSG00000106554
Q9BPX6	ENSG00000107745
Q9NQG6	ENSG00000100335
Q504T8	ENSG00000167470
Q8N344	ENSG00000105556
Q7Z3K6	ENSG00000155545
P20774	ENSG00000106809
Q9H2W2	ENSG00000185155
P27361	ENSG00000102882
Q13164	ENSG00000166484
Q6NVV0	
Q9NXB0	ENSG00000011143
Q9H492	ENSG00000101460
Q9GZQ8	ENSG00000140941
Q01449	ENSG00000106631
P39900	ENSG00000262406
P45452	ENSG00000137745
P51511	ENSG00000102996
Q9NPA2	ENSG00000008516
Q9H8L6	ENSG00000173269
Q643R3	ENSG00000176454
Q86U10	ENSG00000166183
Q8TAF5	
Q9P2M1	ENSG00000109771
Q9H756	ENSG00000184434
Q53EV4	ENSG00000010626
Q9H9A6	ENSG00000066557
Q8N7C0	ENSG00000162763
Q6ZSA7	ENSG00000183908
Q8N9N7	ENSG00000180979
Q68CR7	ENSG00000188993
Q8N4P6	ENSG00000160838
Q9Y2L9	ENSG00000136141
Q9P244	ENSG00000128011
Q9ULH4	ENSG00000156564
Q6PJG9	ENSG00000173621
Q6UXM1	ENSG00000139263
Q8ND94	ENSG00000177363
Q7Z4F1	ENSG00000197324
Q9Y561	ENSG00000147650
Q9NZR2	ENSG00000168702
Q14114	ENSG00000157193
O15116	ENSG00000175324
Q9Y4Y9	ENSG00000106355
Q8N112	ENSG00000179564
P29376	ENSG00000062524
A0A0B4J1U3	ENSG00000211655;ENSG00000273737
P01700	ENSG00000211648
P01709	ENSG00000278196
A0A075B6J9	ENSG00000211664
P01715	ENSG00000211673
P01717	ENSG00000211659
A0A075B6J1	ENSG00000281471;ENSG00000211654
A0A075B6I0	ENSG00000211638
A0A075B6I4	ENSG00000211642
Q9NX58	ENSG00000145220
P0DP58	ENSG00000180155
Q8N2G4	ENSG00000150551
Q86Y78	ENSG00000187123
O43325	ENSG00000102897
Q9Y5Y7	ENSG00000133800
Q6P0N0	ENSG00000129534
Q8IYB1	ENSG00000180611
P80192	ENSG00000006432
P43355	ENSG00000198681
P43363	ENSG00000124260
O15480	ENSG00000198798
P20794	ENSG00000111837
Q96A59	ENSG00000140832
Q13021	ENSG00000144063
P78559	ENSG00000166963
Q66K74	ENSG00000130479
P50579	ENSG00000111142
P27816	ENSG00000047849
Q8IW41	ENSG00000089022
P43243	ENSG00000015479
A6NDZ8	ENSG00000205718
Q96DN6	ENSG00000166987
Q93052	ENSG00000145012
O43300	ENSG00000146006
Q9HBL6	ENSG00000144771
Q13449	ENSG00000185565
P01229	ENSG00000104826
P62310	ENSG00000170860
Q9NPC1	ENSG00000213906
Q14766	ENSG00000049323
Q14767	ENSG00000119681
P51884	ENSG00000139329
Q86V48	ENSG00000169641
P01703	ENSG00000211653;ENSG00000274575
P01701	ENSG00000211644
P01704	ENSG00000211666
A0A075B6K4	ENSG00000211669
A0A075B6K5	ENSG00000211670
A0A0G2JS06	
A0A075B6I9	ENSG00000211649
O75342	ENSG00000179477
Q8N1E2	ENSG00000144214
P61626	ENSG00000090382
Q96S90	ENSG00000163155
Q99698	ENSG00000143669
Q7Z4W2	ENSG00000151033
O75951	ENSG00000275722;ENSG00000277042
Q9NPA3	ENSG00000165175
Q56UN5	ENSG00000176601
Q13233	ENSG00000095015
Q9Y4K4	ENSG00000012983
P33908	ENSG00000111885
Q16706	ENSG00000112893
P49641	ENSG00000196547
Q9BW11	ENSG00000213347
Q8WXG6	ENSG00000110514
Q96JY0	ENSG00000143194
Q9ULX9	ENSG00000185022
O60675	ENSG00000198517
P43360	ENSG00000197172
Q8N7X4	ENSG00000176746
Q96M61	ENSG00000176774
Q8TD91	ENSG00000165509
Q9HAY2	ENSG00000177383
Q9UDY8	ENSG00000172175
Q5SRI9	ENSG00000172469
Q6UB28	ENSG00000172878
Q8NA82	ENSG00000173838
Q7KZI7	ENSG00000072518
P27448	ENSG00000075413
Q6P0Q8	ENSG00000086015
Q96EH3	ENSG00000156928
Q9P2E8	ENSG00000144583
Q9NX47	ENSG00000198060
Q5T0T0	ENSG00000278545;ENSG00000165406
Q9P0L2	ENSG00000116141
P48740	ENSG00000127241
O00187	ENSG00000009724
Q9NZL9	ENSG00000038274
P42679	ENSG00000007264
O00339	ENSG00000132561
O95460	ENSG00000124159
O43462	ENSG00000012174
P41968	ENSG00000124089
P33032	ENSG00000176136
Q96PE7	ENSG00000124370
C9JLW8	ENSG00000225663
Q6DN14	ENSG00000175471
Q6DN12	ENSG00000140563
P40926	ENSG00000146701
Q13465	
Q9BV79	ENSG00000116353
Q9BTT4	ENSG00000133398
O75448	ENSG00000008838
O95402	ENSG00000105085
Q9NWA0	ENSG00000141026
Q9NRN9	ENSG00000138382
Q9H1A3	ENSG00000197006;ENSG00000284548
Q641Q3	ENSG00000275031;ENSG00000176845
Q14728	ENSG00000109736
Q6NUT3	ENSG00000161091
A6NFX1	ENSG00000205639
Q96ES6	ENSG00000167700
Q6ZSS7	ENSG00000151690
Q8NHS3	ENSG00000164073
Q8IWI9	ENSG00000174197
Q09327	ENSG00000128268
O43451	ENSG00000257335
Q09328	ENSG00000152127
Q2VPJ9	ENSG00000178026
Q5T700	ENSG00000203985
Q86YD5	ENSG00000179241
O15165	ENSG00000168675
Q15048	ENSG00000160959
Q8TCA0	ENSG00000172731
Q50LG9	ENSG00000254402
Q8N309	ENSG00000158113
Q8N1G4	ENSG00000130764
Q9HCJ2	ENSG00000148948
A6NM62	ENSG00000162621
Q9BV99	ENSG00000127399
Q9C099	ENSG00000133739
Q5VUJ6	ENSG00000130224
O75427	ENSG00000077454
Q9NQ29	ENSG00000007392
O95274	ENSG00000124466
Q6UWN5	ENSG00000159871
Q5VWZ2	ENSG00000143353
Q9NQ48	ENSG00000163818
Q567V2	ENSG00000254858
Q16584	ENSG00000173327
Q99759	ENSG00000198909
O95382	ENSG00000142733
P41279	ENSG00000107968
Q15691	ENSG00000101367
Q9Y4F3	ENSG00000166783;ENSG00000277140
A6NE82	ENSG00000182315
Q9BQG0	ENSG00000132382
Q9P267	ENSG00000204406
Q14703	ENSG00000140943
O60942	ENSG00000111880
Q969V1	ENSG00000152034
Q9NXL9	ENSG00000111877
Q9BTE3	ENSG00000197771
P08235	ENSG00000151623
Q9ULC4	ENSG00000232119
Q86YW9	ENSG00000144893
Q13257	ENSG00000164109
Q00987	ENSG00000135679
Q8NDY4	ENSG00000197880
P0C7V9	
Q9Y2X0	ENSG00000175221
Q9BUE0	ENSG00000130772
A0JLT2	ENSG00000156603
O15151	ENSG00000198625
Q9NU22	ENSG00000112159
P08183	ENSG00000085563
P21439	ENSG00000005471
Q13503	ENSG00000152944
A8MW99	ENSG00000269964
Q5JSS6	ENSG00000197889
Q12866	ENSG00000153208
Q8N4P3	ENSG00000184508
Q5EB52	ENSG00000106484
Q86W50	ENSG00000127804
Q5JXM2	ENSG00000053328
Q6UX53	ENSG00000170439
P55082	ENSG00000037749
P55083	ENSG00000166482
Q8N468	ENSG00000174514
Q5TGZ0	ENSG00000173436
Q8TDZ2	ENSG00000135596
Q6ZW33	ENSG00000133808
Q86XE3	ENSG00000155970
Q96C03	ENSG00000177427;ENSG00000284495
Q8NAN2	ENSG00000180488
Q5JXC2	ENSG00000116691
Q8IY33	ENSG00000164877
Q4G0A6	ENSG00000106125
Q9Y3D0	ENSG00000166595
Q99797	ENSG00000027001
Q8TDR0	ENSG00000204104
Q9NPJ1	ENSG00000125863
Q9UHC1	ENSG00000119684
Q5VWP3	ENSG00000146147
P10916	ENSG00000111245
Q9NP71	ENSG00000009950
Q96T76	ENSG00000155229
Q10571	ENSG00000169184
P41218	ENSG00000163563
A6NDR6	
P51608	ENSG00000169057
O43513	ENSG00000155868
Q14814	ENSG00000116604
O15553	ENSG00000103313
Q9H1U4	ENSG00000106780
Q5TIA1	ENSG00000167077
O00470	ENSG00000143995
Q9BUU2	ENSG00000067365
Q9H825	ENSG00000123600
P08581	ENSG00000105976
Q86XN8	ENSG00000181588
Q14CX5	ENSG00000138111
Q9GZY8	ENSG00000168958
Q08431	ENSG00000140545
O95140	ENSG00000116688
Q5TF39	ENSG00000173214
Q8NBP5	ENSG00000135953
Q2M2H8	ENSG00000257743;ENSG00000278563
P26572	ENSG00000131446
Q8NBR6	ENSG00000128923
Q8IVT2	ENSG00000099812
P03971	ENSG00000104899
O75030	ENSG00000187098
P45983	ENSG00000107643
P53778	ENSG00000188130
Q969V6	ENSG00000196588
Q13434	
Q5HYA8	ENSG00000164953
Q14165	ENSG00000110917
Q15773	ENSG00000089693
P56270	ENSG00000103495
Q9UBB5	ENSG00000134046
O95243	ENSG00000129071
Q4ZIN3	ENSG00000182087
Q05BQ5	ENSG00000011258
P32245	ENSG00000166603
O43324	ENSG00000124802
Q6VMQ6	ENSG00000171681
Q16048	
P20382	ENSG00000183395
Q8IZK6	ENSG00000153898
Q9UJA3	ENSG00000125885
Q96EZ8	ENSG00000187778
Q9UI95	ENSG00000116670
A8K0S8	
Q9NPJ6	ENSG00000136146
Q02078	ENSG00000068305
O75095	ENSG00000162591
Q7Z7M0	ENSG00000105429
O14770	ENSG00000134138
Q9Y316	ENSG00000162959
Q7L2J0	ENSG00000146834
P35240	ENSG00000186575
Q9BRJ9	ENSG00000166823
O75438	ENSG00000183648
O95169	ENSG00000166136
O96000	ENSG00000140990
Q9NX14	ENSG00000147123
Q9P032	ENSG00000123545
A1L188	ENSG00000224877
P28331	ENSG00000023228;ENSG00000283447
P56181	ENSG00000160194
Q96SB3	ENSG00000108819
P29120	ENSG00000175426
Q92859	ENSG00000067141
Q8N9A8	ENSG00000205423
Q9UQ49	ENSG00000162139
Q16236	ENSG00000116044
Q13469	ENSG00000101096
Q14934	ENSG00000100968
Q16621	ENSG00000123405
Q86UQ8	
P08651	ENSG00000141905
P07196	ENSG00000277586
Q13952	ENSG00000066136
P80188	ENSG00000148346
Q6VVB1	ENSG00000187566
Q9BPW8	ENSG00000184117
Q15270	ENSG00000235608
P22307	ENSG00000116171
P08949	ENSG00000197696
Q12879	ENSG00000183454
Q13224	ENSG00000273079
O15399	ENSG00000105464
Q05586	ENSG00000176884
Q96T66	ENSG00000163864
Q8NCW5	ENSG00000163382
Q9NP64	ENSG00000121766
O60393	ENSG00000106410
Q9UK39	ENSG00000151014
Q76FK4	ENSG00000198000
Q5SY16	ENSG00000162408
Q9Y3C1	ENSG00000048162
Q9Y2X3	ENSG00000055044
Q86U38	ENSG00000196943
P35228	ENSG00000007171
Q8IVI9	ENSG00000163072
Q8NFA2	ENSG00000196408
Q9ULW6	ENSG00000186462
P61916	ENSG00000119655
Q9UHC9	ENSG00000015520
Q9NQX5	ENSG00000107281
Q9GZQ6	ENSG00000148734
P0DM63	ENSG00000214940
C9JG80	ENSG00000185864
O75200	ENSG00000233232
Q6UXI9	ENSG00000168743
P0C0P6	ENSG00000214285
Q14916	ENSG00000124568
Q06495	ENSG00000131183
Q8N729	ENSG00000183971
Q8WUY8	ENSG00000090971
Q9UHE5	ENSG00000144035
Q8NEY1	ENSG00000134369
A6NI72	
P16333	ENSG00000158092
Q9Y2A7	ENSG00000061676
O60721	ENSG00000074621
Q9HCD5	ENSG00000124160
Q8NI08	ENSG00000111912
O14777	ENSG00000080986
Q9Y5B8	ENSG00000143156
P25208	ENSG00000120837
Q9NPG2	ENSG00000165553
Q8N5V2	ENSG00000066248
Q5JS37	ENSG00000188811
P21452	ENSG00000075073
Q6ZUT1	ENSG00000150776
Q07444	ENSG00000205810
Q9UD57	ENSG00000229544
O95096	ENSG00000125820
Q9BZQ4	ENSG00000157064
Q9H8H0	ENSG00000130935
O94818	ENSG00000101746
Q14994	ENSG00000143257
P49116	ENSG00000177463
Q9Y5X4	ENSG00000278570
O00482	ENSG00000116833
P49279	ENSG00000018280
Q96F24	ENSG00000148572
Q9NQ35	ENSG00000175352
Q9NWW6	ENSG00000106733
Q9NPD7	ENSG00000124785
Q5VVY1	ENSG00000203740
Q5VT03	ENSG00000214562
Q5VZR2	ENSG00000188152
Q9Y2I2	ENSG00000162631
Q96CW9	ENSG00000196358
Q9P121	ENSG00000182667
Q12769	ENSG00000030066
Q9Y6M9	ENSG00000147684
Q8N183	ENSG00000164182
O00217	ENSG00000110717
P49821	ENSG00000167792
Q96P71	ENSG00000125967
Q99608	ENSG00000182636
Q96NY8	ENSG00000143217
Q96PU5	ENSG00000049759
P48681	ENSG00000132688
Q92686	ENSG00000154146
O76050	ENSG00000107954
P17677	ENSG00000172020
Q99519	ENSG00000204386;ENSG00000184494;ENSG00000223957;ENSG00000234343;ENSG00000234846;ENSG00000227315;ENSG00000227129;ENSG00000228691
Q12986	ENSG00000086102
Q5SYE7	ENSG00000135540
Q9BSH3	ENSG00000145029
Q8IY84	ENSG00000177453
Q9H2Z4	ENSG00000125816
A6NJ46	ENSG00000165066
Q5H8A3	ENSG00000204640
O60551	ENSG00000152465
Q5C9Z4	ENSG00000146909
Q9Y314	ENSG00000142546
